id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W59,1,Doctor,183,H83,23,1,H83,23,1,Unmatched,0,0,Unmatched,0,0,H83,23,1,H83,23,1,0,0,191,191,0,0
W81,1,Doctor,184,H153,87,1,H153,87,1,Unmatched,0,0,Unmatched,0,0,H153,87,1,H153,87,1,0,0,192,192,0,0
W92,1,Doctor,185,H186,109,4,H186,109,4,Unmatched,0,0,Unmatched,0,0,H186,109,4,H186,109,4,1,1,192,192,0,0
W43,1,Doctor,186,H48,27,3,H48,27,3,Unmatched,0,0,Unmatched,0,0,H48,27,3,H48,27,3,0,0,191,191,0,0
W44,1,Doctor,187,H87,108,3,H87,108,3,Unmatched,0,0,Unmatched,0,0,H87,108,3,H87,108,3,1,1,192,192,0,0
W110,1,Doctor,188,H169,132,3,H169,132,3,Unmatched,0,0,Unmatched,0,0,H169,132,3,H169,132,3,1,1,192,192,0,0
W84,1,Doctor,189,H124,136,2,H124,136,2,Unmatched,0,0,Unmatched,0,0,H124,136,2,H124,136,2,3,3,191,191,0,0
W157,1,Doctor,190,H15,164,2,H15,164,2,Unmatched,0,0,Unmatched,0,0,H15,164,2,H15,164,2,7,7,192,192,0,0
W13,1,Doctor,191,H161,160,2,H161,160,2,Unmatched,0,0,Unmatched,0,0,H161,160,2,H161,160,2,5,5,191,191,0,0
W200,1,Doctor,192,H167,69,3,H167,69,3,Unmatched,0,0,Unmatched,0,0,H167,69,3,H167,69,3,0,0,191,191,0,0
W199,1,Doctor,193,H3,85,3,H3,85,3,Unmatched,0,0,Unmatched,0,0,H3,85,3,H3,85,3,0,0,191,191,0,0
W166,1,Doctor,194,H115,67,2,H115,67,2,Unmatched,0,0,Unmatched,0,0,H115,67,2,H115,67,2,0,0,191,191,0,0
W49,1,Doctor,195,H132,57,1,H132,57,1,Unmatched,0,0,Unmatched,0,0,H132,57,1,H132,57,1,0,0,191,191,0,0
W94,1,Doctor,196,H93,111,3,H93,111,3,Unmatched,0,0,Unmatched,0,0,H93,111,3,H93,111,3,1,1,191,191,0,0
W105,1,Doctor,197,H117,176,5,H117,176,5,Unmatched,0,0,Unmatched,0,0,H117,176,5,H117,176,5,11,11,191,191,0,0
W124,1,Doctor,198,H98,144,5,H98,144,5,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,22,22,192,192,0,0
W130,1,Doctor,199,H33,179,3,H33,179,3,Unmatched,0,0,Unmatched,0,0,H33,179,3,H33,179,3,11,11,192,192,0,0
W20,1,Doctor,200,H148,58,3,H148,58,3,Unmatched,0,0,Unmatched,0,0,H148,58,3,H148,58,3,0,0,192,192,0,0
H183,1,Hospital,1,W71,1,1,W71,1,1,W71,1,1,W71,1,1,W71,1,1,W71,1,1,0,0,0,0,0,0
H8,1,Hospital,2,W128,1,1,W128,1,1,W128,1,1,W128,1,1,W128,1,1,W128,1,1,0,0,0,0,0,0
H112,1,Hospital,3,W25,1,1,W25,1,1,W25,1,1,W25,1,1,W25,1,1,W25,1,1,0,0,0,0,0,0
H52,1,Hospital,4,W68,1,1,W68,1,1,W68,1,1,W68,1,1,W68,1,1,W68,1,1,0,0,0,0,0,0
H71,1,Hospital,5,W146,1,1,W146,1,1,W146,1,1,W146,1,1,W146,1,1,W146,1,1,0,0,0,0,0,0
H157,1,Hospital,6,W168,1,1,W168,1,1,W143,12,-1,W143,12,-1,W168,1,1,W168,1,1,0,0,11,11,0,0
H6,1,Hospital,7,W196,1,1,W196,1,1,W16,3,3,W16,3,3,W196,1,1,W196,1,1,0,0,2,2,0,0
H168,1,Hospital,8,W64,1,1,W64,1,1,W137,57,-1,W137,57,-1,W64,1,1,W64,1,1,0,0,54,54,0,0
H107,1,Hospital,9,W134,2,2,W134,2,2,W191,58,-1,W191,58,-1,W134,2,2,W134,2,2,0,0,55,55,0,0
H163,1,Hospital,10,W30,1,1,W30,1,1,Unmatched,0,0,Unmatched,0,0,W30,1,1,W30,1,1,0,0,191,191,0,0
H85,1,Hospital,11,W93,1,1,W93,1,1,Unmatched,0,0,Unmatched,0,0,W93,1,1,W93,1,1,0,0,191,191,0,0
H194,1,Hospital,12,W194,1,1,W194,1,1,Unmatched,0,0,Unmatched,0,0,W194,1,1,W194,1,1,0,0,191,191,0,0
H106,1,Hospital,13,W82,1,1,W82,1,1,Unmatched,0,0,Unmatched,0,0,W82,1,1,W82,1,1,0,0,191,191,0,0
H172,1,Hospital,14,W169,1,1,W169,1,1,Unmatched,0,0,Unmatched,0,0,W169,1,1,W169,1,1,0,0,191,191,0,0
H119,1,Hospital,15,W153,1,1,W153,1,1,Unmatched,0,0,Unmatched,0,0,W153,1,1,W153,1,1,0,0,191,191,0,0
H65,1,Hospital,16,W79,2,2,W79,2,2,Unmatched,0,0,Unmatched,0,0,W79,2,2,W79,2,2,0,0,191,191,0,0
H195,1,Hospital,17,W35,1,1,W35,1,1,Unmatched,0,0,Unmatched,0,0,W35,1,1,W35,1,1,0,0,191,191,0,0
H160,1,Hospital,18,W7,1,1,W7,1,1,Unmatched,0,0,Unmatched,0,0,W7,1,1,W7,1,1,0,0,191,191,0,0
H171,1,Hospital,19,W104,2,2,W104,2,2,Unmatched,0,0,Unmatched,0,0,W104,2,2,W104,2,2,0,0,191,191,0,0
H97,1,Hospital,20,W28,1,1,W28,1,1,Unmatched,0,0,Unmatched,0,0,W28,1,1,W28,1,1,0,0,191,191,0,0
H150,1,Hospital,21,W148,1,1,W148,1,1,Unmatched,0,0,Unmatched,0,0,W148,1,1,W148,1,1,0,0,191,191,0,0
H83,1,Hospital,22,W59,1,1,W59,1,1,Unmatched,0,0,Unmatched,0,0,W59,1,1,W59,1,1,0,0,191,191,0,0
H180,1,Hospital,23,W152,1,1,W152,1,1,Unmatched,0,0,Unmatched,0,0,W152,1,1,W152,1,1,0,0,191,191,0,0
H198,1,Hospital,24,W109,1,1,W109,1,1,Unmatched,0,0,Unmatched,0,0,W109,1,1,W109,1,1,0,0,191,191,0,0
H36,1,Hospital,25,W107,1,1,W107,1,1,Unmatched,0,0,Unmatched,0,0,W107,1,1,W107,1,1,0,0,191,191,0,0
H159,1,Hospital,26,W12,1,1,W12,1,1,Unmatched,0,0,Unmatched,0,0,W12,1,1,W12,1,1,0,0,191,191,0,0
H181,1,Hospital,27,W106,1,1,W106,1,1,Unmatched,0,0,Unmatched,0,0,W106,1,1,W106,1,1,0,0,191,191,0,0
H48,1,Hospital,28,W43,1,1,W43,1,1,Unmatched,0,0,Unmatched,0,0,W43,1,1,W43,1,1,0,0,191,191,0,0
H5,1,Hospital,29,W47,1,1,W47,1,1,Unmatched,0,0,Unmatched,0,0,W47,1,1,W47,1,1,0,0,191,191,0,0
H100,1,Hospital,30,W112,2,2,W112,2,2,Unmatched,0,0,Unmatched,0,0,W112,2,2,W112,2,2,0,0,191,191,0,0
H143,1,Hospital,31,W39,1,1,W39,1,1,Unmatched,0,0,Unmatched,0,0,W39,1,1,W39,1,1,0,0,191,191,0,0
H120,1,Hospital,32,W129,1,1,W129,1,1,Unmatched,0,0,Unmatched,0,0,W129,1,1,W129,1,1,0,0,191,191,0,0
H125,1,Hospital,33,W91,1,1,W91,1,1,Unmatched,0,0,Unmatched,0,0,W91,1,1,W91,1,1,0,0,191,191,0,0
H25,1,Hospital,34,W114,1,1,W114,1,1,Unmatched,0,0,Unmatched,0,0,W114,1,1,W114,1,1,0,0,191,191,0,0
H133,1,Hospital,35,W118,1,1,W118,1,1,Unmatched,0,0,Unmatched,0,0,W118,1,1,W118,1,1,0,0,191,191,0,0
H170,1,Hospital,36,W187,1,1,W187,1,1,Unmatched,0,0,Unmatched,0,0,W187,1,1,W187,1,1,0,0,191,191,0,0
H139,1,Hospital,37,W186,1,1,W186,1,1,Unmatched,0,0,Unmatched,0,0,W186,1,1,W186,1,1,0,0,191,191,0,0
H137,1,Hospital,38,W108,3,3,W108,3,3,Unmatched,0,0,Unmatched,0,0,W108,3,3,W108,3,3,0,0,191,191,0,0
H28,1,Hospital,39,W98,1,1,W98,1,1,Unmatched,0,0,Unmatched,0,0,W98,1,1,W98,1,1,0,0,191,191,0,0
H43,1,Hospital,40,W145,1,1,W145,1,1,Unmatched,0,0,Unmatched,0,0,W145,1,1,W145,1,1,0,0,191,191,0,0
H126,1,Hospital,41,W26,1,1,W26,1,1,Unmatched,0,0,Unmatched,0,0,W26,1,1,W26,1,1,0,0,191,191,0,0
H118,1,Hospital,42,W132,1,1,W132,1,1,Unmatched,0,0,Unmatched,0,0,W132,1,1,W132,1,1,0,0,191,191,0,0
H45,1,Hospital,43,W74,1,1,W74,1,1,Unmatched,0,0,Unmatched,0,0,W74,1,1,W74,1,1,0,0,191,191,0,0
H196,1,Hospital,44,W90,1,1,W90,1,1,Unmatched,0,0,Unmatched,0,0,W90,1,1,W90,1,1,0,0,191,191,0,0
H53,1,Hospital,45,W14,2,2,W14,2,2,Unmatched,0,0,Unmatched,0,0,W14,2,2,W14,2,2,0,0,191,191,0,0
H96,1,Hospital,46,W140,1,1,W140,1,1,Unmatched,0,0,Unmatched,0,0,W140,1,1,W140,1,1,0,0,191,191,0,0
H58,1,Hospital,47,W183,3,3,W183,3,3,Unmatched,0,0,Unmatched,0,0,W183,3,3,W183,3,3,0,0,191,191,0,0
H79,1,Hospital,48,W135,1,1,W135,1,1,Unmatched,0,0,Unmatched,0,0,W135,1,1,W135,1,1,0,0,191,191,0,0
H158,1,Hospital,49,W144,1,1,W144,1,1,Unmatched,0,0,Unmatched,0,0,W144,1,1,W144,1,1,0,0,191,191,0,0
H37,1,Hospital,50,W85,2,2,W85,2,2,Unmatched,0,0,Unmatched,0,0,W85,2,2,W85,2,2,0,0,191,191,0,0
H26,1,Hospital,51,W174,2,2,W174,2,2,Unmatched,0,0,Unmatched,0,0,W174,2,2,W174,2,2,0,0,191,191,0,0
H59,1,Hospital,52,W27,1,1,W27,1,1,Unmatched,0,0,Unmatched,0,0,W27,1,1,W27,1,1,0,0,191,191,0,0
H49,1,Hospital,53,W83,1,1,W83,1,1,Unmatched,0,0,Unmatched,0,0,W83,1,1,W83,1,1,0,0,191,191,0,0
H44,1,Hospital,54,W62,2,2,W62,2,2,Unmatched,0,0,Unmatched,0,0,W62,2,2,W62,2,2,0,0,191,191,0,0
H23,1,Hospital,55,W69,1,1,W69,1,1,Unmatched,0,0,Unmatched,0,0,W69,1,1,W69,1,1,0,0,191,191,0,0
H132,1,Hospital,56,W49,1,1,W49,1,1,Unmatched,0,0,Unmatched,0,0,W49,1,1,W49,1,1,0,0,191,191,0,0
H74,1,Hospital,57,W45,1,1,W45,1,1,Unmatched,0,0,Unmatched,0,0,W45,1,1,W45,1,1,0,0,191,191,0,0
H148,1,Hospital,58,W20,1,1,W20,1,1,Unmatched,0,0,Unmatched,0,0,W20,1,1,W20,1,1,0,0,191,191,0,0
H91,1,Hospital,59,W189,2,2,W189,2,2,Unmatched,0,0,Unmatched,0,0,W189,2,2,W189,2,2,0,0,191,191,0,0
H105,1,Hospital,60,W176,1,1,W176,1,1,Unmatched,0,0,Unmatched,0,0,W176,1,1,W176,1,1,0,0,191,191,0,0
H129,1,Hospital,61,W4,2,2,W4,2,2,Unmatched,0,0,Unmatched,0,0,W4,2,2,W4,2,2,0,0,191,191,0,0
H46,1,Hospital,62,W197,1,1,W197,1,1,Unmatched,0,0,Unmatched,0,0,W197,1,1,W197,1,1,0,0,191,191,0,0
H152,1,Hospital,63,W51,1,1,W51,1,1,Unmatched,0,0,Unmatched,0,0,W51,1,1,W51,1,1,0,0,191,191,0,0
H177,1,Hospital,64,W100,1,1,W100,1,1,Unmatched,0,0,Unmatched,0,0,W100,1,1,W100,1,1,0,0,191,191,0,0
H95,1,Hospital,65,W5,1,1,W5,1,1,Unmatched,0,0,Unmatched,0,0,W5,1,1,W5,1,1,0,0,191,191,0,0
H4,1,Hospital,66,W31,1,1,W31,1,1,Unmatched,0,0,Unmatched,0,0,W31,1,1,W31,1,1,0,0,191,191,0,0
H115,1,Hospital,67,W166,1,1,W166,1,1,Unmatched,0,0,Unmatched,0,0,W166,1,1,W166,1,1,0,0,191,191,0,0
H167,1,Hospital,68,W200,2,2,W200,2,2,Unmatched,0,0,Unmatched,0,0,W200,2,2,W200,2,2,0,0,191,191,0,0
H64,1,Hospital,69,W192,1,1,W192,1,1,Unmatched,0,0,Unmatched,0,0,W192,1,1,W192,1,1,0,0,191,191,0,0
H88,1,Hospital,70,W9,1,1,W9,1,1,Unmatched,0,0,Unmatched,0,0,W9,1,1,W9,1,1,0,0,191,191,0,0
H145,1,Hospital,71,W142,1,1,W142,1,1,Unmatched,0,0,Unmatched,0,0,W142,1,1,W142,1,1,0,0,191,191,0,0
H131,1,Hospital,72,W137,1,1,W137,1,1,Unmatched,0,0,Unmatched,0,0,W137,1,1,W137,1,1,0,0,191,191,0,0
H122,1,Hospital,73,W42,1,1,W42,1,1,Unmatched,0,0,Unmatched,0,0,W42,1,1,W42,1,1,0,0,191,191,0,0
H62,1,Hospital,74,W57,2,2,W57,2,2,Unmatched,0,0,Unmatched,0,0,W57,2,2,W57,2,2,0,0,191,191,0,0
H16,1,Hospital,75,W76,2,1,W76,2,1,Unmatched,0,0,Unmatched,0,0,W76,2,1,W76,2,1,0,0,191,191,0,0
H179,1,Hospital,76,W16,3,2,W16,3,2,Unmatched,0,0,Unmatched,0,0,W16,3,2,W16,3,2,0,0,191,191,0,0
H166,1,Hospital,77,W136,2,2,W136,2,2,Unmatched,0,0,Unmatched,0,0,W136,2,2,W136,2,2,0,0,191,191,0,0
H14,1,Hospital,78,W46,1,1,W46,1,1,Unmatched,0,0,Unmatched,0,0,W46,1,1,W46,1,1,0,0,191,191,0,0
H68,1,Hospital,79,W75,2,2,W75,2,2,Unmatched,0,0,Unmatched,0,0,W75,2,2,W75,2,2,0,0,191,191,0,0
H116,1,Hospital,80,W123,1,1,W123,1,1,Unmatched,0,0,Unmatched,0,0,W123,1,1,W123,1,1,0,0,191,191,0,0
H72,1,Hospital,81,W154,1,1,W154,1,1,Unmatched,0,0,Unmatched,0,0,W154,1,1,W154,1,1,0,0,191,191,0,0
H3,1,Hospital,82,W199,1,1,W199,1,1,Unmatched,0,0,Unmatched,0,0,W199,1,1,W199,1,1,0,0,191,191,0,0
H7,1,Hospital,83,W66,2,1,W66,2,1,Unmatched,0,0,Unmatched,0,0,W66,2,1,W66,2,1,0,0,191,191,0,0
H54,1,Hospital,84,W195,1,1,W195,1,1,Unmatched,0,0,Unmatched,0,0,W195,1,1,W195,1,1,0,0,191,191,0,0
H101,1,Hospital,85,W21,1,1,W21,1,1,Unmatched,0,0,Unmatched,0,0,W21,1,1,W21,1,1,0,0,191,191,0,0
H29,1,Hospital,86,W117,4,4,W117,4,4,Unmatched,0,0,Unmatched,0,0,W117,4,4,W117,4,4,0,0,191,191,0,0
H153,1,Hospital,87,W81,2,2,W81,2,2,Unmatched,0,0,Unmatched,0,0,W81,2,2,W81,2,2,0,0,191,191,0,0
H175,1,Hospital,88,W29,2,2,W29,2,2,Unmatched,0,0,Unmatched,0,0,W29,2,2,W29,2,2,0,0,191,191,0,0
H121,1,Hospital,89,W181,1,1,W181,1,1,Unmatched,0,0,Unmatched,0,0,W181,1,1,W181,1,1,0,0,191,191,0,0
H55,1,Hospital,90,W191,1,1,W191,1,1,Unmatched,0,0,Unmatched,0,0,W191,1,1,W191,1,1,0,0,191,191,0,0
H188,1,Hospital,91,W8,3,3,W8,3,3,Unmatched,0,0,Unmatched,0,0,W8,3,3,W8,3,3,0,0,191,191,0,0
H193,1,Hospital,92,W17,2,2,W17,2,2,Unmatched,0,0,Unmatched,0,0,W17,2,2,W17,2,2,0,0,191,191,0,0
H32,1,Hospital,93,W175,3,3,W175,3,3,Unmatched,0,0,Unmatched,0,0,W175,3,3,W175,3,3,0,0,191,191,0,0
H80,1,Hospital,94,W103,2,2,W103,2,2,Unmatched,0,0,Unmatched,0,0,W103,2,2,W103,2,2,0,0,191,191,0,0
H99,1,Hospital,95,W73,3,2,W73,3,2,Unmatched,0,0,Unmatched,0,0,W73,3,2,W73,3,2,0,0,191,191,0,0
H156,1,Hospital,96,W120,1,1,W120,1,1,Unmatched,0,0,Unmatched,0,0,W120,1,1,W120,1,1,0,0,191,191,0,0
H69,1,Hospital,97,W10,2,2,W10,2,2,Unmatched,0,0,Unmatched,0,0,W10,2,2,W10,2,2,0,0,191,191,0,0
H9,1,Hospital,98,W77,1,1,W77,1,1,Unmatched,0,0,Unmatched,0,0,W77,1,1,W77,1,1,0,0,191,191,0,0
H111,1,Hospital,99,W99,1,-1,W99,1,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,102,102,191,191,0,0
H67,1,Hospital,100,W171,1,1,W171,1,1,Unmatched,0,0,Unmatched,0,0,W171,1,1,W171,1,1,0,0,191,191,0,0
H24,1,Hospital,101,W188,2,2,W188,2,2,Unmatched,0,0,Unmatched,0,0,W188,2,2,W188,2,2,0,0,191,191,0,0
H164,1,Hospital,102,W95,3,2,W95,3,2,Unmatched,0,0,Unmatched,0,0,W95,3,2,W95,3,2,0,0,191,191,0,0
H40,1,Hospital,103,W138,2,2,W138,2,2,Unmatched,0,0,Unmatched,0,0,W138,2,2,W138,2,2,0,0,191,191,0,0
H162,1,Hospital,104,W86,3,2,W86,3,2,Unmatched,0,0,Unmatched,0,0,W86,3,2,W86,3,2,1,1,191,191,0,0
H199,1,Hospital,105,W2,1,1,W2,1,1,Unmatched,0,0,Unmatched,0,0,W2,1,1,W2,1,1,0,0,191,191,0,0
H87,1,Hospital,106,W44,4,2,W44,4,2,Unmatched,0,0,Unmatched,0,0,W44,4,2,W44,4,2,0,0,191,191,0,0
H149,1,Hospital,107,W36,1,1,W36,1,1,Unmatched,0,0,Unmatched,0,0,W36,1,1,W36,1,1,0,0,191,191,0,0
H113,1,Hospital,108,W34,1,1,W34,1,1,Unmatched,0,0,Unmatched,0,0,W34,1,1,W34,1,1,0,0,191,191,0,0
H82,1,Hospital,109,W155,2,2,W155,2,2,Unmatched,0,0,Unmatched,0,0,W155,2,2,W155,2,2,0,0,191,191,0,0
H75,1,Hospital,110,W185,2,2,W185,2,2,Unmatched,0,0,Unmatched,0,0,W185,2,2,W185,2,2,0,0,191,191,0,0
H174,1,Hospital,111,W161,3,2,W161,3,2,Unmatched,0,0,Unmatched,0,0,W161,3,2,W161,3,2,0,0,191,191,0,0
H190,1,Hospital,112,W24,8,5,W24,8,5,Unmatched,0,0,Unmatched,0,0,W24,8,5,W24,8,5,0,0,191,191,0,0
H186,1,Hospital,113,W92,1,1,W92,1,1,Unmatched,0,0,Unmatched,0,0,W92,1,1,W92,1,1,0,0,191,191,0,0
H38,1,Hospital,114,W111,5,5,W111,5,5,Unmatched,0,0,Unmatched,0,0,W111,5,5,W111,5,5,0,0,191,191,0,0
H109,1,Hospital,115,W149,5,5,W149,5,5,Unmatched,0,0,Unmatched,0,0,W149,5,5,W149,5,5,0,0,191,191,0,0
H142,1,Hospital,116,W164,1,1,W164,1,1,Unmatched,0,0,Unmatched,0,0,W164,1,1,W164,1,1,0,0,191,191,0,0
H140,1,Hospital,117,W101,1,1,W101,1,1,Unmatched,0,0,Unmatched,0,0,W101,1,1,W101,1,1,0,0,191,191,0,0
H110,1,Hospital,118,W170,1,1,W170,1,1,Unmatched,0,0,Unmatched,0,0,W170,1,1,W170,1,1,0,0,191,191,0,0
H93,1,Hospital,119,W94,1,1,W94,1,1,Unmatched,0,0,Unmatched,0,0,W94,1,1,W94,1,1,0,0,191,191,0,0
H147,1,Hospital,120,W121,1,1,W121,1,1,Unmatched,0,0,Unmatched,0,0,W121,1,1,W121,1,1,0,0,191,191,0,0
H81,1,Hospital,121,W102,5,3,W102,5,3,Unmatched,0,0,Unmatched,0,0,W102,5,3,W102,5,3,0,0,191,191,0,0
H130,1,Hospital,122,W15,3,3,W15,3,3,Unmatched,0,0,Unmatched,0,0,W15,3,3,W15,3,3,0,0,191,191,0,0
H104,1,Hospital,123,W156,3,2,W156,3,2,Unmatched,0,0,Unmatched,0,0,W156,3,2,W156,3,2,0,0,191,191,0,0
H187,1,Hospital,124,W19,1,1,W19,1,1,Unmatched,0,0,Unmatched,0,0,W19,1,1,W19,1,1,0,0,191,191,0,0
H22,1,Hospital,125,W162,1,1,W162,1,1,Unmatched,0,0,Unmatched,0,0,W162,1,1,W162,1,1,0,0,191,191,0,0
H184,1,Hospital,126,W126,5,3,W126,5,3,Unmatched,0,0,Unmatched,0,0,W126,5,3,W126,5,3,0,0,191,191,0,0
H182,1,Hospital,127,W125,3,3,W125,3,3,Unmatched,0,0,Unmatched,0,0,W125,3,3,W125,3,3,0,0,191,191,0,0
H90,1,Hospital,128,W119,1,1,W119,1,1,Unmatched,0,0,Unmatched,0,0,W119,1,1,W119,1,1,0,0,191,191,0,0
H169,1,Hospital,129,W110,7,4,W110,7,4,Unmatched,0,0,Unmatched,0,0,W110,7,4,W110,7,4,0,0,191,191,0,0
H124,1,Hospital,130,W84,1,1,W84,1,1,Unmatched,0,0,Unmatched,0,0,W84,1,1,W84,1,1,0,0,191,191,0,0
H200,1,Hospital,131,W160,5,2,W160,5,2,Unmatched,0,0,Unmatched,0,0,W160,5,2,W160,5,2,0,0,191,191,0,0
H57,1,Hospital,132,W143,6,-1,W143,6,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,70,70,191,191,0,0
H47,1,Hospital,133,W58,1,1,W58,1,1,Unmatched,0,0,Unmatched,0,0,W58,1,1,W58,1,1,0,0,191,191,0,0
H19,1,Hospital,134,W182,6,5,W182,6,5,Unmatched,0,0,Unmatched,0,0,W182,6,5,W182,6,5,0,0,191,191,0,0
H134,1,Hospital,135,W150,1,1,W150,1,1,Unmatched,0,0,Unmatched,0,0,W150,1,1,W150,1,1,0,0,191,191,0,0
H155,1,Hospital,136,W178,3,2,W178,3,2,Unmatched,0,0,Unmatched,0,0,W178,3,2,W178,3,2,0,0,191,191,0,0
H136,1,Hospital,137,W61,2,1,W61,2,1,Unmatched,0,0,Unmatched,0,0,W61,2,1,W61,2,1,0,0,191,191,0,0
H108,1,Hospital,138,W60,2,2,W60,2,2,Unmatched,0,0,Unmatched,0,0,W60,2,2,W60,2,2,0,0,191,191,0,0
H76,1,Hospital,139,W172,8,-1,W172,8,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,68,68,191,191,0,0
H191,1,Hospital,140,W70,1,1,W70,1,1,Unmatched,0,0,Unmatched,0,0,W70,1,1,W70,1,1,0,0,191,191,0,0
H176,1,Hospital,141,W113,1,1,W113,1,1,Unmatched,0,0,Unmatched,0,0,W113,1,1,W113,1,1,0,0,191,191,0,0
H189,1,Hospital,142,W151,4,1,W151,4,1,Unmatched,0,0,Unmatched,0,0,W151,4,1,W151,4,1,0,0,191,191,0,0
H77,1,Hospital,143,W87,6,3,W87,6,3,Unmatched,0,0,Unmatched,0,0,W87,6,3,W87,6,3,0,0,191,191,0,0
H98,1,Hospital,144,W124,2,2,W124,2,2,Unmatched,0,0,Unmatched,0,0,W143,1,1,W143,1,1,0,0,191,191,0,0
H63,1,Hospital,145,W40,5,4,W40,5,4,Unmatched,0,0,Unmatched,0,0,W40,5,4,W40,5,4,0,0,191,191,0,0
H128,1,Hospital,146,W184,3,-1,W184,3,-1,Unmatched,0,0,Unmatched,0,0,W55,4,2,W55,4,2,1,1,191,191,0,0
H31,1,Hospital,147,W96,6,4,W96,6,4,Unmatched,0,0,Unmatched,0,0,W96,6,4,W96,6,4,0,0,191,191,0,0
H151,1,Hospital,148,W167,9,-1,W167,9,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,54,54,191,191,0,0
H13,1,Hospital,149,W18,3,2,W18,3,2,Unmatched,0,0,Unmatched,0,0,W18,3,2,W18,3,2,0,0,191,191,0,0
H27,1,Hospital,150,W1,6,-1,W1,6,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,55,55,191,191,0,0
H78,1,Hospital,151,W65,4,-1,W65,4,-1,Unmatched,0,0,Unmatched,0,0,W6,6,3,W6,6,3,1,1,191,191,0,0
H39,1,Hospital,152,W159,4,2,W159,4,2,Unmatched,0,0,Unmatched,0,0,W159,4,2,W159,4,2,0,0,191,191,0,0
H92,1,Hospital,153,W78,1,1,W78,1,1,Unmatched,0,0,Unmatched,0,0,W78,1,1,W78,1,1,0,0,191,191,0,0
H18,1,Hospital,154,W88,1,-1,W88,1,-1,Unmatched,0,0,Unmatched,0,0,W72,5,2,W72,5,2,1,1,191,191,0,0
H102,1,Hospital,155,W54,1,1,W54,1,1,Unmatched,0,0,Unmatched,0,0,W54,1,1,W54,1,1,0,0,191,191,0,0
H161,1,Hospital,156,W13,6,3,W13,6,3,Unmatched,0,0,Unmatched,0,0,W13,6,3,W13,6,3,0,0,191,191,0,0
H86,1,Hospital,157,W139,5,-1,W139,5,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,47,47,191,191,0,0
H12,1,Hospital,158,W193,4,4,W193,4,4,Unmatched,0,0,Unmatched,0,0,W193,4,4,W193,4,4,0,0,191,191,0,0
H173,1,Hospital,159,W67,2,2,W67,2,2,Unmatched,0,0,Unmatched,0,0,W67,2,2,W67,2,2,0,0,191,191,0,0
H70,1,Hospital,160,W6,2,2,W6,2,2,Unmatched,0,0,Unmatched,0,0,W32,9,5,W32,9,5,0,0,191,191,0,0
H50,1,Hospital,161,W52,4,-1,W52,4,-1,Unmatched,0,0,Unmatched,0,0,W115,9,4,W115,9,4,1,1,191,191,0,0
H144,1,Hospital,162,W50,5,-1,W50,5,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,45,45,191,191,0,0
H20,1,Hospital,163,W127,8,-1,W127,8,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,44,44,191,191,0,0
H15,1,Hospital,164,W157,2,2,W157,2,2,Unmatched,0,0,Unmatched,0,0,W157,2,2,W157,2,2,0,0,191,191,0,0
H165,1,Hospital,165,W89,12,3,W89,12,3,Unmatched,0,0,Unmatched,0,0,W89,12,3,W89,12,3,1,1,191,191,0,0
H114,1,Hospital,166,W190,1,-1,W190,1,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,42,42,191,191,0,0
H42,1,Hospital,167,W53,3,1,W53,3,1,Unmatched,0,0,Unmatched,0,0,W53,3,1,W53,3,1,0,0,191,191,0,0
H11,1,Hospital,168,W179,7,4,W179,7,4,Unmatched,0,0,Unmatched,0,0,W179,7,4,W179,7,4,0,0,191,191,0,0
H66,1,Hospital,169,W133,5,4,W133,5,4,Unmatched,0,0,Unmatched,0,0,W133,5,4,W133,5,4,0,0,191,191,0,0
H2,1,Hospital,170,W141,6,-1,W141,6,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,40,40,191,191,0,0
